,date,steps,distance,latitude,longitude
372,20170610,7193,5307.0,48.42249,-123.36348
373,20170611,2209,1519.0,33.95853237731105,-118.4369816413345
374,20170612,11698,8094.0,33.95853237731105,-118.4369816413345
375,20170613,6123,4117.0,33.95853237731105,-118.4369816413345
376,20170614,4644,3092.0,33.95853237731105,-118.4369816413345
377,20170615,9656,6733.0,33.95853237731105,-118.4369816413345
378,20170616,4160,2876.0,33.95853237731105,-118.4369816413345
379,20170617,8593,5949.0,33.95853237731105,-118.4369816413345
380,20170618,10555,7844.0,33.95853237731105,-118.4369816413345
381,20170619,7200,5121.0,33.95853237731105,-118.4369816413345
382,20170620,4733,3525.0,33.95853237731105,-118.4369816413345
383,20170621,5085,3760.0,38.98372,-77.09427
384,20170622,6451,4911.0,38.98372,-77.09427
385,20170623,6612,4934.0,38.98372,-77.09427
386,20170624,6509,4697.0,40.67245017657333,-73.96151761657518
387,20170625,15297,10927.0,40.67245017657333,-73.96151761657518
388,20170626,5993,4123.0,40.67245017657333,-73.96151761657518
389,20170627,5438,4174.0,33.95853237731105,-118.4369816413345
390,20170628,3716,2506.0,33.95853237731105,-118.4369816413345
391,20170629,5991,3954.0,33.95853237731105,-118.4369816413345
392,20170630,3292,2127.0,33.95853237731105,-118.4369816413345
393,20170701,6305,4653.0,33.95853237731105,-118.4369816413345
394,20170702,4815,3156.0,33.95853237731105,-118.4369816413345
395,20170703,10344,7300.0,33.95853237731105,-118.4369816413345
396,20170704,8739,6842.0,33.95853237731105,-118.4369816413345
397,20170705,4885,3450.0,33.95853237731105,-118.4369816413345
398,20170706,2731,1888.0,33.95853237731105,-118.4369816413345
399,20170707,3585,2519.0,33.95853237731105,-118.4369816413345
400,20170708,2339,1433.0,33.95853237731105,-118.4369816413345
401,20170709,7451,5478.0,33.95853237731105,-118.4369816413345
402,20170710,11167,7660.0,33.95853237731105,-118.4369816413345
403,20170711,4474,3229.0,33.95853237731105,-118.4369816413345
404,20170712,7965,5852.0,33.95853237731105,-118.4369816413345
405,20170713,6232,4487.0,33.95853237731105,-118.4369816413345
406,20170714,5699,3940.0,33.95853237731105,-118.4369816413345
407,20170715,8813,5788.0,33.95853237731105,-118.4369816413345
408,20170716,4380,3176.0,33.95853237731105,-118.4369816413345
409,20170717,7021,4886.0,33.95853237731105,-118.4369816413345
410,20170718,5178,3591.0,33.95853237731105,-118.4369816413345
411,20170719,9097,6505.0,33.95853237731105,-118.4369816413345
412,20170720,10394,6640.0,33.95853237731105,-118.4369816413345
413,20170721,5734,4043.0,33.95853237731105,-118.4369816413345
414,20170722,10102,6847.0,32.754326,-117.12976
415,20170723,6504,4228.0,33.95853237731105,-118.4369816413345
416,20170724,2679,1852.0,33.95853237731105,-118.4369816413345
417,20170725,5488,4008.0,33.95853237731105,-118.4369816413345
418,20170726,4733,3115.0,33.95853237731105,-118.4369816413345
419,20170727,6504,4339.0,33.95853237731105,-118.4369816413345
420,20170728,3108,2298.0,33.95853237731105,-118.4369816413345
421,20170729,7414,4950.0,33.95853237731105,-118.4369816413345
422,20170730,2494,1696.0,33.95853237731105,-118.4369816413345
423,20170731,7177,4992.0,33.95853237731105,-118.4369816413345
424,20170801,8122,5561.0,33.95853237731105,-118.4369816413345
425,20170802,6020,4560.0,33.95853237731105,-118.4369816413345
426,20170803,7214,5230.0,33.95853237731105,-118.4369816413345
427,20170804,5757,4306.0,33.95853237731105,-118.4369816413345
428,20170805,4646,2913.0,33.34313,-111.93977
429,20170806,4217,3048.0,33.34313,-111.93977
430,20170807,6310,4370.0,33.95853237731105,-118.4369816413345
431,20170808,7531,5238.0,33.95853237731105,-118.4369816413345
432,20170809,2972,1860.0,33.95853237731105,-118.4369816413345
433,20170810,7477,4853.0,33.95853237731105,-118.4369816413345
434,20170811,6511,4503.0,33.95853237731105,-118.4369816413345
435,20170812,3130,2295.0,33.95853237731105,-118.4369816413345
436,20170813,4375,2868.0,33.95853237731105,-118.4369816413345
437,20170814,3744,2366.0,33.95853237731105,-118.4369816413345
438,20170815,6034,4281.0,33.95853237731105,-118.4369816413345
439,20170816,6059,4481.0,33.95853237731105,-118.4369816413345
440,20170817,4660,3137.0,33.95853237731105,-118.4369816413345
441,20170818,6326,4398.0,33.95853237731105,-118.4369816413345
442,20170819,15627,10403.0,33.95853237731105,-118.4369816413345
443,20170820,4346,2874.0,33.95853237731105,-118.4369816413345
444,20170821,6432,4316.0,33.95853237731105,-118.4369816413345
445,20170822,4720,3461.0,33.95853237731105,-118.4369816413345
446,20170823,5363,4522.0,33.95853237731105,-118.4369816413345
447,20170824,8535,5734.0,45.5035858536,-122.6162597677
448,20170825,4778,3109.0,45.5035858536,-122.6162597677
449,20170826,6520,4361.0,45.5035858536,-122.6162597677
450,20170827,4403,3026.0,45.44538,-122.74628
451,20170828,6992,4937.0,45.44538,-122.74628
452,20170829,4153,3294.0,33.95853237731105,-118.4369816413345
453,20170830,5954,4100.0,33.95853237731105,-118.4369816413345
454,20170831,6408,4632.0,33.95853237731105,-118.4369816413345
455,20170901,3664,2577.0,33.95853237731105,-118.4369816413345
456,20170902,2937,2033.0,33.95853237731105,-118.4369816413345
457,20170903,4449,2947.0,33.95853237731105,-118.4369816413345
458,20170904,7294,5034.0,33.95853237731105,-118.4369816413345
459,20170905,5209,3773.0,33.95853237731105,-118.4369816413345
460,20170906,6528,4472.0,33.95853237731105,-118.4369816413345
461,20170907,6277,4250.0,33.95853237731105,-118.4369816413345
462,20170908,6433,4642.0,33.95853237731105,-118.4369816413345
463,20170909,6605,4511.0,33.95853237731105,-118.4369816413345
464,20170910,3192,2198.0,33.95853237731105,-118.4369816413345
465,20170911,4390,2953.0,33.95853237731105,-118.4369816413345
466,20170915,2490,1775.0,33.95853237731105,-118.4369816413345
467,20170916,3787,2676.0,33.95853237731105,-118.4369816413345
468,20170917,5574,3782.0,33.95853237731105,-118.4369816413345
469,20170918,5060,3485.0,33.95853237731105,-118.4369816413345
470,20170919,2656,1879.0,33.95853237731105,-118.4369816413345
471,20170920,1785,6861.0,33.95853237731105,-118.4369816413345
472,20170921,5328,3672.0,33.95853237731105,-118.4369816413345
473,20170922,2643,2865.0,33.95853237731105,-118.4369816413345
474,20170923,8151,6011.0,33.95853237731105,-118.4369816413345
475,20170924,1615,952.0,33.95853237731105,-118.4369816413345
476,20171004,64,31.0,33.95853237731105,-118.4369816413345
477,20171005,5599,6588.0,33.888709,-118.39585
478,20171006,741,1060.0,32.8655,-117.222
479,20171007,10737,6923.0,33.95853237731105,-118.4369816413345
480,20171008,6420,4392.0,21.872231,-159.44806
481,20171009,15330,9256.0,21.872231,-159.44806
482,20171010,28655,16660.0,21.872231,-159.44806
483,20171011,7540,4830.0,21.872231,-159.44806
484,20171012,7637,4780.0,21.872565,-159.44778
485,20171013,18601,10446.0,21.872231,-159.44806
486,20171014,7108,4857.0,33.95853237731105,-118.4369816413345
487,20171015,5390,3837.0,33.95853237731105,-118.4369816413345
488,20171016,4141,2680.0,33.95853237731105,-118.4369816413345
489,20171017,6037,4903.0,33.95853237731105,-118.4369816413345
490,20171018,6362,4910.0,33.95853237731105,-118.4369816413345
491,20171019,4503,3218.0,33.95853237731105,-118.4369816413345
492,20171020,3575,2454.0,33.95853237731105,-118.4369816413345
493,20171021,3727,2647.0,33.95853237731105,-118.4369816413345
494,20171022,6420,4419.0,33.95853237731105,-118.4369816413345
495,20171023,5787,4225.0,33.95853237731105,-118.4369816413345
496,20171024,5785,4051.0,33.95853237731105,-118.4369816413345
497,20171025,8447,6404.0,33.95853237731105,-118.4369816413345
498,20171026,10592,7578.0,42.343798,-71.044866
499,20171027,7252,5215.0,42.343798,-71.044866
500,20171031,3267,2541.0,33.95853237731105,-118.4369816413345
501,20171105,6769,4834.0,33.95853237731105,-118.4369816413345
502,20171106,5351,3541.0,33.95853237731105,-118.4369816413345
503,20171107,6926,4957.0,33.95853237731105,-118.4369816413345
504,20171108,8343,5398.0,33.95853237731105,-118.4369816413345
505,20171109,2879,2283.0,33.95853237731105,-118.4369816413345
506,20171114,2432,2106.0,33.95903,-118.43478
507,20171117,2047,1569.0,33.95853237731105,-118.4369816413345
508,20171118,3766,3041.0,33.95853237731105,-118.4369816413345
509,20171119,4194,2572.0,33.95853237731105,-118.4369816413345
510,20171120,163,201.0,33.95853237731105,-118.4369816413345
511,20171121,4683,2948.0,33.95853237731105,-118.4369816413345
512,20171122,11310,8231.0,33.95853237731105,-118.4369816413345
513,20171123,2811,1748.0,33.38863,-111.90983
514,20171124,1917,1325.0,33.38863,-111.90983
515,20171125,10482,6849.0,33.38863,-111.90983
516,20171126,5093,3517.0,33.38863,-111.90983
517,20171127,6809,4540.0,33.95853237731105,-118.4369816413345
518,20171128,8551,6106.0,33.95853237731105,-118.4369816413345
519,20171129,9787,6855.0,33.95853237731105,-118.4369816413345
520,20171130,6651,4379.0,33.95853237731105,-118.4369816413345
521,20171201,3849,2980.0,33.95853237731105,-118.4369816413345
522,20171202,4643,3040.0,33.95853237731105,-118.4369816413345
523,20171203,2376,1472.0,33.95853237731105,-118.4369816413345
524,20171204,10568,7224.0,33.95853237731105,-118.4369816413345
525,20171205,6758,4579.0,33.95853237731105,-118.4369816413345
526,20171206,6188,4879.0,33.95853237731105,-118.4369816413345
527,20171207,6100,4535.0,33.95853237731105,-118.4369816413345
528,20171208,4601,3220.0,33.95853237731105,-118.4369816413345
529,20171209,4268,3042.0,33.95853237731105,-118.4369816413345
530,20171210,2883,1922.0,33.95853237731105,-118.4369816413345
531,20171211,6134,4193.0,33.95853237731105,-118.4369816413345
532,20171212,5810,4126.0,33.95853237731105,-118.4369816413345
533,20171213,8138,6197.0,33.95853237731105,-118.4369816413345
534,20171214,8481,5817.0,33.95853237731105,-118.4369816413345
535,20171215,6056,4059.0,33.95853237731105,-118.4369816413345
536,20171216,10014,6817.0,33.95853237731105,-118.4369816413345
537,20171217,6477,4407.0,33.95853237731105,-118.4369816413345
538,20171218,10318,7492.0,33.95853237731105,-118.4369816413345
539,20171219,9331,6785.0,33.95853237731105,-118.4369816413345
540,20171220,10332,6796.0,33.95853237731105,-118.4369816413345
541,20171221,11300,7989.0,33.95853237731105,-118.4369816413345
542,20171222,9582,6805.0,33.95853237731105,-118.4369816413345
543,20171223,7276,5024.0,33.95853237731105,-118.4369816413345
544,20171224,1750,1137.0,33.38863,-111.90983
545,20171225,1761,1199.0,33.38863,-111.90983
546,20171226,4622,2912.0,33.38863,-111.90983
547,20171227,6904,4910.0,33.95853237731105,-118.4369816413345
548,20171228,9317,6879.0,33.95853237731105,-118.4369816413345
549,20171229,9983,7225.0,33.95853237731105,-118.4369816413345
550,20171230,10273,7637.0,33.95853237731105,-118.4369816413345
551,20171231,6633,4297.0,33.95853237731105,-118.4369816413345
552,20180101,2995,1899.0,33.95853237731105,-118.4369816413345
553,20180102,10946,7745.0,33.95853237731105,-118.4369816413345
554,20180103,6361,4636.0,33.95853237731105,-118.4369816413345
555,20180104,7271,4984.0,33.95853237731105,-118.4369816413345
556,20180105,8650,6153.0,33.95853237731105,-118.4369816413345
557,20180106,3763,2489.0,33.95853237731105,-118.4369816413345
558,20180107,5796,3886.0,33.95853237731105,-118.4369816413345
559,20180108,4943,3318.0,33.95853237731105,-118.4369816413345
560,20180109,7620,5196.0,33.95853237731105,-118.4369816413345
561,20180110,4428,3142.0,33.95853237731105,-118.4369816413345
562,20180111,19119,16268.0,33.95853237731105,-118.4369816413345
563,20180112,16129,12756.0,37.86237,-122.27553
564,20180113,8166,6839.0,33.95853237731105,-118.4369816413345
565,20180114,8029,5775.0,33.95853237731105,-118.4369816413345
566,20180115,8139,5375.0,33.95853237731105,-118.4369816413345
567,20180116,6136,4485.0,33.95853237731105,-118.4369816413345
568,20180117,6506,4450.0,33.95853237731105,-118.4369816413345
569,20180118,4020,2873.0,33.95853237731105,-118.4369816413345
570,20180119,7486,5267.0,33.95853237731105,-118.4369816413345
571,20180120,9954,6305.0,33.95853237731105,-118.4369816413345
572,20180121,8059,4957.0,33.738754,-118.39593
573,20180122,5406,3857.0,32.748748,-117.12979
574,20180123,6951,4841.0,33.95853237731105,-118.4369816413345
575,20180124,6378,3928.0,33.95853237731105,-118.4369816413345
576,20180125,7862,5982.0,33.95853237731105,-118.4369816413345
577,20180126,7602,5347.0,33.95853237731105,-118.4369816413345
578,20180127,7089,4939.0,33.95853237731105,-118.4369816413345
579,20180128,4527,3090.0,33.95853237731105,-118.4369816413345
580,20180129,12042,9437.0,33.95853237731105,-118.4369816413345
581,20180130,9245,6681.0,33.95853237731105,-118.4369816413345
582,20180131,8217,5999.0,33.95853237731105,-118.4369816413345
583,20180201,7411,5664.0,33.95853237731105,-118.4369816413345
584,20180202,15064,10654.0,33.95853237731105,-118.4369816413345
585,20180203,2048,1162.0,33.95853237731105,-118.4369816413345
586,20180204,2783,2129.0,34.037967,-118.37611
587,20180205,789,523.0,34.037967,-118.37611
588,20180206,12,47.0,33.95853237731105,-118.4369816413345
589,20180207,4980,3363.0,33.95853237731105,-118.4369816413345
590,20180208,2520,1830.0,33.95853237731105,-118.4369816413345
591,20180209,92,50.0,33.95853237731105,-118.4369816413345
592,20180210,3731,2618.0,33.95853237731105,-118.4369816413345
593,20180211,3951,3499.0,33.95853237731105,-118.4369816413345
594,20180212,7512,5228.0,33.95853237731105,-118.4369816413345
595,20180213,575,415.0,33.95853237731105,-118.4369816413345
596,20180214,12938,9258.0,33.95853237731105,-118.4369816413345
597,20180215,3292,2406.0,33.95853237731105,-118.4369816413345
598,20180216,6752,4750.0,33.95853237731105,-118.4369816413345
599,20180217,6074,4280.0,33.95853237731105,-118.4369816413345
600,20180218,6808,4930.0,33.95853237731105,-118.4369816413345
601,20180219,4816,3514.0,33.95853237731105,-118.4369816413345
602,20180220,5573,4181.0,33.95853237731105,-118.4369816413345
603,20180221,9532,6918.0,33.95853237731105,-118.4369816413345
604,20180222,5478,3949.0,33.95853237731105,-118.4369816413345
605,20180223,2916,2095.0,33.95853237731105,-118.4369816413345
606,20180224,4957,3491.0,33.95853237731105,-118.4369816413345
607,20180225,2631,1844.0,33.95853237731105,-118.4369816413345
608,20180226,8834,6162.0,33.95853237731105,-118.4369816413345
609,20180227,2868,1919.0,33.95853237731105,-118.4369816413345
610,20180228,7058,4912.0,33.95853237731105,-118.4369816413345
611,20180301,12241,8872.0,33.95853237731105,-118.4369816413345
612,20180302,6509,4434.0,33.95853237731105,-118.4369816413345
613,20180303,1367,1186.0,33.95853237731105,-118.4369816413345
614,20180304,4391,3309.0,33.95853237731105,-118.4369816413345
615,20180305,5749,4267.0,33.95853237731105,-118.4369816413345
616,20180306,7549,5718.0,33.95853237731105,-118.4369816413345
617,20180307,4141,2710.0,33.95853237731105,-118.4369816413345
618,20180308,9730,6305.0,33.95853237731105,-118.4369816413345
619,20180309,9305,6773.0,33.95853237731105,-118.4369816413345
620,20180310,3327,2683.0,33.95853237731105,-118.4369816413345
621,20180311,5546,3809.0,33.95853237731105,-118.4369816413345
622,20180312,5285,3461.0,33.95853237731105,-118.4369816413345
623,20180313,9223,6492.0,33.95853237731105,-118.4369816413345
624,20180314,8949,6591.0,33.95853237731105,-118.4369816413345
625,20180315,6291,4068.0,33.95853237731105,-118.4369816413345
626,20180316,7031,5159.0,33.95853237731105,-118.4369816413345
627,20180317,5275,3649.0,33.95853237731105,-118.4369816413345
628,20180319,4667,3641.0,33.95853237731105,-118.4369816413345
629,20180320,3351,2368.0,33.95853237731105,-118.4369816413345
630,20180321,3192,2215.0,33.95853237731105,-118.4369816413345
631,20180322,2334,1574.0,33.95853237731105,-118.4369816413345
632,20180323,11232,7742.0,33.95853237731105,-118.4369816413345
633,20180324,6886,5407.0,33.95853237731105,-118.4369816413345
634,20180325,8125,5895.0,33.95853237731105,-118.4369816413345
635,20180326,4133,2973.0,33.95853237731105,-118.4369816413345
636,20180327,5448,4489.0,33.95853237731105,-118.4369816413345
637,20180328,5457,3445.0,33.95853237731105,-118.4369816413345
638,20180329,6003,4795.0,33.95853237731105,-118.4369816413345
639,20180330,4473,3176.0,33.95853237731105,-118.4369816413345
640,20180331,5316,3461.0,33.95853237731105,-118.4369816413345
641,20180401,10350,6566.0,33.95853237731105,-118.4369816413345
642,20180402,4213,3067.0,33.95853237731105,-118.4369816413345
643,20180403,7221,5495.0,33.95853237731105,-118.4369816413345
644,20180404,6535,4556.0,33.95853237731105,-118.4369816413345
645,20180405,6239,4463.0,33.95853237731105,-118.4369816413345
646,20180406,4023,2682.0,33.95853237731105,-118.4369816413345
647,20180407,4229,2887.0,33.95853237731105,-118.4369816413345
648,20180408,5057,3638.0,33.95853237731105,-118.4369816413345
649,20180409,3492,2282.0,33.38863,-111.90983
650,20180410,2624,1859.0,33.38863,-111.90983
651,20180411,8926,6556.0,29.946866,-90.066707
652,20180412,9089,6607.0,29.946866,-90.066707
653,20180413,8685,6338.0,29.947349724579,-90.063465199721
654,20180414,7403,5549.0,33.38863,-111.90983
655,20180415,7989,5729.0,33.38863,-111.90983
656,20180416,2867,2107.0,33.95853237731105,-118.4369816413345
657,20180417,6645,4633.0,33.95853237731105,-118.4369816413345
658,20180418,4546,3162.0,33.95853237731105,-118.4369816413345
659,20180419,6627,4647.0,33.95853237731105,-118.4369816413345
660,20180420,7400,5426.0,33.95853237731105,-118.4369816413345
661,20180421,2807,2083.0,33.95853237731105,-118.4369816413345
662,20180422,11605,7980.0,33.95853237731105,-118.4369816413345
663,20180423,6508,4457.0,33.95853237731105,-118.4369816413345
664,20180424,7819,5611.0,33.95853237731105,-118.4369816413345
665,20180425,3091,2404.0,33.95853237731105,-118.4369816413345
666,20180426,6036,4065.0,33.95853237731105,-118.4369816413345
667,20180427,8587,5860.0,33.95853237731105,-118.4369816413345
668,20180428,2758,1546.0,33.95853237731105,-118.4369816413345
669,20180429,8243,5366.0,33.95853237731105,-118.4369816413345
670,20180430,3975,2536.0,33.95853237731105,-118.4369816413345
671,20180501,4024,2717.0,33.95853237731105,-118.4369816413345
672,20180502,3480,2841.0,33.95853237731105,-118.4369816413345
673,20180503,5160,3834.0,33.95853237731105,-118.4369816413345
674,20180504,6547,4586.0,33.95853237731105,-118.4369816413345
675,20180505,12853,9906.0,33.95853237731105,-118.4369816413345
676,20180506,7336,5455.0,33.95853237731105,-118.4369816413345
677,20180507,6806,4394.0,33.95853237731105,-118.4369816413345
678,20180508,9596,7008.0,33.95853237731105,-118.4369816413345
679,20180509,8920,6382.0,33.95853237731105,-118.4369816413345
680,20180510,5217,3508.0,33.95853237731105,-118.4369816413345
681,20180511,10529,7046.0,33.95853237731105,-118.4369816413345
682,20180512,5719,3684.0,33.95853237731105,-118.4369816413345
683,20180513,13993,8817.0,33.95853237731105,-118.4369816413345
684,20180514,8395,7126.0,33.95853237731105,-118.4369816413345
685,20180515,3949,2489.0,33.95853237731105,-118.4369816413345
686,20180516,10481,8252.0,33.95853237731105,-118.4369816413345
687,20180517,9292,7027.0,33.95853237731105,-118.4369816413345
688,20180518,5840,4251.0,33.95853237731105,-118.4369816413345
689,20180519,3874,2934.0,33.95853237731105,-118.4369816413345
690,20180520,10493,7236.0,33.95853237731105,-118.4369816413345
691,20180521,3197,2189.0,33.95853237731105,-118.4369816413345
692,20180522,13529,8880.0,33.95853237731105,-118.4369816413345
693,20180523,6718,4469.0,33.95853237731105,-118.4369816413345
694,20180524,4613,3260.0,33.95853237731105,-118.4369816413345
695,20180525,3268,2194.0,33.95853237731105,-118.4369816413345
696,20180526,4030,2722.0,33.95853237731105,-118.4369816413345
697,20180527,6830,4724.0,33.95853237731105,-118.4369816413345
698,20180528,11971,8596.0,33.95853237731105,-118.4369816413345
699,20180529,7772,5868.0,44.970341,-93.26981
700,20180530,9074,6516.0,44.970341,-93.26981
701,20180531,6628,4425.0,44.970341,-93.26981
702,20180601,6640,4586.0,33.95853237731105,-118.4369816413345
703,20180602,11380,7626.0,33.95853237731105,-118.4369816413345
704,20180603,3843,2761.0,33.95853237731105,-118.4369816413345
705,20180604,11551,8200.0,38.991153,-77.096001
706,20180605,7510,5275.0,33.95853237731105,-118.4369816413345
707,20180606,1070,7953.0,33.92070436362096,-118.3977152092923
708,20180607,4011,33238.0,33.92070436362096,-118.3977152092923
709,20180608,2895,3208.0,33.92070436362096,-118.3977152092923
710,20180609,18979,14922.0,33.95853237731105,-118.4369816413345
711,20180610,1506,5706.0,33.95853237731105,-118.4369816413345
